Client_ID,Note_loan_percent_income,Note_person_home_ownership,Note_person_income,Note_Finale,loan_status,loan_grade
84,48.07,392.36,0.0,440.43,0,1
85,411.78,392.36,0.0,804.14,1,0
86,95.05,255.72,195.86,546.63,1,4
87,411.78,392.36,0.0,804.14,1,2
88,0.0,0.0,0.0,0.0,0,1
89,411.78,392.36,0.0,804.14,1,3
90,411.78,392.36,0.0,804.14,1,2
91,411.78,392.36,0.0,804.14,1,3
92,411.78,392.36,28.41,832.55,1,1
93,48.07,392.36,0.0,440.43,0,1
94,0.0,0.0,195.86,195.86,0,2
95,411.78,392.36,28.41,832.55,1,1
96,0.0,255.72,0.0,255.72,0,2
97,0.0,0.0,0.0,0.0,0,1
98,0.0,255.72,0.0,255.72,0,1
99,0.0,255.72,0.0,255.72,1,3
100,0.0,255.72,0.0,255.72,0,2
101,0.0,255.72,0.0,255.72,0,2
102,95.05,392.36,0.0,487.41,1,1
103,48.07,255.72,195.86,499.65000000000003,1,0
104,0.0,0.0,195.86,195.86,0,2
105,411.78,392.36,28.41,832.55,1,2
106,411.78,392.36,28.41,832.55,1,3
107,48.07,0.0,195.86,243.93,1,2
108,95.05,255.72,195.86,546.63,1,1
109,0.0,255.72,0.0,255.72,0,1
110,0.0,255.72,0.0,255.72,0,4
111,48.07,255.72,0.0,303.79,1,1
112,0.0,392.36,0.0,392.36,0,1
113,411.78,255.72,195.86,863.36,1,1
114,48.07,0.0,195.86,243.93,1,2
115,411.78,392.36,28.41,832.55,1,3
116,411.78,392.36,28.41,832.55,1,1
117,95.05,0.0,195.86,290.91,1,3
118,411.78,0.0,195.86,607.64,1,1
119,411.78,392.36,28.41,832.55,1,4
120,411.78,392.36,28.41,832.55,1,1
121,0.0,255.72,0.0,255.72,0,5
122,0.0,392.36,0.0,392.36,0,0
123,0.0,392.36,0.0,392.36,0,0
124,0.0,255.72,0.0,255.72,0,1
125,411.78,392.36,28.41,832.55,1,1
126,411.78,392.36,28.41,832.55,1,0
127,411.78,392.36,28.41,832.55,1,0
128,411.78,392.36,28.41,832.55,1,3
129,411.78,392.36,28.41,832.55,1,1
130,411.78,392.36,28.41,832.55,1,1
131,411.78,392.36,28.41,832.55,1,2
132,411.78,392.36,28.41,832.55,1,1
133,411.78,0.0,195.86,607.64,1,0
134,0.0,255.72,0.0,255.72,0,1
135,0.0,255.72,0.0,255.72,0,0
136,0.0,255.72,0.0,255.72,0,3
137,0.0,255.72,0.0,255.72,0,2
138,48.07,255.72,0.0,303.79,0,2
139,0.0,255.72,0.0,255.72,0,0
140,411.78,392.36,28.41,832.55,1,2
141,411.78,392.36,28.41,832.55,1,3
142,411.78,392.36,28.41,832.55,1,2
143,411.78,392.36,28.41,832.55,1,3
144,411.78,392.36,28.41,832.55,1,4
145,0.0,255.72,195.86,451.58000000000004,0,1
146,411.78,0.0,195.86,607.64,1,2
147,0.0,255.72,0.0,255.72,0,1
148,0.0,0.0,0.0,0.0,0,1
149,411.78,392.36,28.41,832.55,1,5
150,411.78,392.36,28.41,832.55,1,1
151,411.78,392.36,28.41,832.55,1,3
152,411.78,392.36,28.41,832.55,1,1
153,411.78,392.36,28.41,832.55,1,3
154,411.78,392.36,28.41,832.55,1,2
155,411.78,392.36,28.41,832.55,1,2
156,0.0,0.0,0.0,0.0,0,2
157,0.0,255.72,0.0,255.72,1,5
158,411.78,0.0,195.86,607.64,1,4
159,411.78,392.36,28.41,832.55,1,1
160,411.78,392.36,28.41,832.55,1,1
161,411.78,392.36,28.41,832.55,1,3
162,95.05,0.0,195.86,290.91,1,3
163,0.0,392.36,0.0,392.36,0,1
164,0.0,255.72,0.0,255.72,0,2
165,0.0,255.72,0.0,255.72,0,2
166,411.78,392.36,28.41,832.55,1,4
167,411.78,392.36,28.41,832.55,1,2
168,411.78,392.36,28.41,832.55,1,1
169,411.78,392.36,28.41,832.55,1,1
170,411.78,392.36,28.41,832.55,1,2
171,411.78,392.36,28.41,832.55,1,3
172,0.0,255.72,0.0,255.72,0,0
173,0.0,255.72,0.0,255.72,0,2
174,0.0,255.72,0.0,255.72,0,0
175,0.0,255.72,0.0,255.72,0,2
176,0.0,255.72,0.0,255.72,0,1
177,0.0,392.36,0.0,392.36,0,0
178,411.78,392.36,0.0,804.14,1,1
179,411.78,392.36,0.0,804.14,1,2
180,0.0,255.72,0.0,255.72,0,0
181,0.0,392.36,0.0,392.36,0,3
182,0.0,255.72,0.0,255.72,0,1
183,0.0,255.72,0.0,255.72,0,2
184,0.0,255.72,0.0,255.72,0,1
185,411.78,392.36,28.41,832.55,1,4
186,48.07,0.0,195.86,243.93,1,1
187,411.78,392.36,0.0,804.14,1,3
188,411.78,392.36,0.0,804.14,1,0
189,411.78,392.36,0.0,804.14,1,1
190,411.78,392.36,0.0,804.14,1,3
191,411.78,392.36,0.0,804.14,1,3
192,0.0,255.72,0.0,255.72,0,1
193,0.0,255.72,0.0,255.72,1,4
194,0.0,255.72,0.0,255.72,0,2
195,411.78,392.36,0.0,804.14,1,3
196,95.05,0.0,195.86,290.91,1,1
197,411.78,392.36,0.0,804.14,1,1
198,411.78,0.0,195.86,607.64,1,0
199,411.78,392.36,28.41,832.55,1,3
200,411.78,392.36,0.0,804.14,1,3
201,411.78,392.36,0.0,804.14,1,1
202,411.78,0.0,195.86,607.64,1,0
203,411.78,392.36,0.0,804.14,1,2
204,411.78,392.36,0.0,804.14,1,1
205,411.78,392.36,0.0,804.14,1,1
206,0.0,392.36,0.0,392.36,0,2
207,0.0,255.72,0.0,255.72,0,1
208,0.0,255.72,0.0,255.72,0,0
209,0.0,255.72,0.0,255.72,0,2
210,411.78,392.36,0.0,804.14,1,1
211,411.78,392.36,0.0,804.14,1,3
212,0.0,255.72,0.0,255.72,0,1
213,0.0,0.0,0.0,0.0,0,1
214,411.78,392.36,0.0,804.14,1,2
215,411.78,392.36,0.0,804.14,1,1
216,411.78,392.36,0.0,804.14,1,1
217,0.0,0.0,0.0,0.0,0,1
218,48.07,255.72,0.0,303.79,0,1
219,0.0,392.36,0.0,392.36,0,2
220,411.78,392.36,28.41,832.55,1,3
221,411.78,392.36,0.0,804.14,1,3
222,411.78,0.0,195.86,607.64,1,2
223,411.78,392.36,0.0,804.14,1,3
224,411.78,392.36,0.0,804.14,1,2
225,0.0,255.72,195.86,451.58000000000004,0,2
226,411.78,392.36,0.0,804.14,1,0
227,411.78,392.36,0.0,804.14,1,2
228,0.0,392.36,0.0,392.36,0,1
229,0.0,0.0,0.0,0.0,0,0
230,0.0,392.36,0.0,392.36,0,3
231,0.0,0.0,0.0,0.0,0,1
232,0.0,255.72,0.0,255.72,1,2
233,0.0,255.72,0.0,255.72,0,1
234,0.0,255.72,0.0,255.72,0,0
235,0.0,255.72,0.0,255.72,0,0
236,411.78,392.36,0.0,804.14,1,4
237,411.78,392.36,0.0,804.14,1,3
238,411.78,392.36,0.0,804.14,1,0
239,411.78,392.36,0.0,804.14,1,1
240,95.05,392.36,0.0,487.41,0,1
241,95.05,392.36,0.0,487.41,0,1
242,95.05,392.36,0.0,487.41,0,3
243,0.0,392.36,0.0,392.36,0,4
244,48.07,255.72,0.0,303.79,0,0
245,95.05,0.0,195.86,290.91,1,4
246,0.0,0.0,195.86,195.86,0,1
247,95.05,392.36,0.0,487.41,0,5
248,95.05,392.36,0.0,487.41,0,1
249,0.0,255.72,0.0,255.72,0,1
250,0.0,255.72,0.0,255.72,0,1
251,0.0,255.72,0.0,255.72,1,5
252,411.78,255.72,195.86,863.36,1,2
253,95.05,392.36,0.0,487.41,0,3
254,411.78,392.36,0.0,804.14,1,4
255,411.78,392.36,0.0,804.14,1,3
256,411.78,392.36,0.0,804.14,1,3
257,95.05,392.36,0.0,487.41,0,1
258,411.78,0.0,195.86,607.64,1,0
259,0.0,0.0,0.0,0.0,0,1
260,0.0,0.0,0.0,0.0,0,1
261,0.0,0.0,0.0,0.0,0,2
262,0.0,0.0,0.0,0.0,0,0
263,0.0,255.72,0.0,255.72,0,1
264,95.05,0.0,195.86,290.91,1,1
265,411.78,392.36,0.0,804.14,1,3
266,411.78,392.36,0.0,804.14,1,4
267,95.05,392.36,0.0,487.41,0,1
268,411.78,392.36,0.0,804.14,1,3
269,95.05,392.36,0.0,487.41,0,2
270,95.05,392.36,0.0,487.41,0,1
271,95.05,392.36,0.0,487.41,0,2
272,95.05,392.36,0.0,487.41,0,3
273,0.0,255.72,195.86,451.58000000000004,0,2
274,95.05,392.36,0.0,487.41,1,5
275,95.05,392.36,0.0,487.41,1,3
276,0.0,255.72,0.0,255.72,0,0
277,0.0,255.72,0.0,255.72,0,0
278,0.0,255.72,0.0,255.72,0,1
279,0.0,255.72,0.0,255.72,0,1
280,95.05,0.0,195.86,290.91,1,2
281,411.78,0.0,195.86,607.64,1,1
282,95.05,392.36,0.0,487.41,1,3
283,95.05,392.36,0.0,487.41,1,1
284,95.05,392.36,0.0,487.41,1,3
285,0.0,0.0,195.86,195.86,0,3
286,95.05,392.36,0.0,487.41,1,3
287,48.07,392.36,0.0,440.43,0,1
288,48.07,255.72,195.86,499.65000000000003,1,2
289,48.07,392.36,0.0,440.43,0,1
290,95.05,392.36,0.0,487.41,1,4
291,95.05,392.36,0.0,487.41,1,3
292,0.0,392.36,0.0,392.36,0,2
293,0.0,255.72,0.0,255.72,0,0
294,0.0,392.36,0.0,392.36,0,1
295,0.0,255.72,0.0,255.72,0,2
296,0.0,392.36,0.0,392.36,0,1
297,0.0,255.72,0.0,255.72,1,4
298,0.0,255.72,0.0,255.72,0,1
299,48.07,0.0,195.86,243.93,1,2
300,95.05,392.36,0.0,487.41,1,4
301,0.0,255.72,195.86,451.58000000000004,0,1
302,95.05,392.36,0.0,487.41,1,3
303,48.07,392.36,0.0,440.43,0,2
304,48.07,255.72,195.86,499.65000000000003,1,0
305,48.07,392.36,0.0,440.43,1,3
306,0.0,392.36,0.0,392.36,0,0
307,0.0,255.72,0.0,255.72,0,1
308,48.07,392.36,0.0,440.43,1,3
309,0.0,392.36,0.0,392.36,0,1
310,95.05,392.36,0.0,487.41,1,3
311,48.07,392.36,0.0,440.43,0,3
312,48.07,0.0,195.86,243.93,1,1
313,0.0,392.36,0.0,392.36,1,3
314,0.0,255.72,0.0,255.72,0,0
315,48.07,392.36,0.0,440.43,1,3
316,48.07,392.36,0.0,440.43,0,2
317,48.07,392.36,0.0,440.43,0,1
318,48.07,392.36,0.0,440.43,0,1
319,48.07,392.36,0.0,440.43,0,1
320,48.07,392.36,0.0,440.43,1,3
321,0.0,0.0,195.86,195.86,0,0
322,48.07,392.36,0.0,440.43,1,3
323,48.07,392.36,0.0,440.43,0,1
324,48.07,392.36,0.0,440.43,0,3
325,48.07,392.36,0.0,440.43,0,1
326,0.0,0.0,0.0,0.0,0,1
327,0.0,255.72,0.0,255.72,0,2
328,0.0,392.36,0.0,392.36,0,1
329,0.0,392.36,0.0,392.36,0,2
330,0.0,392.36,0.0,392.36,0,1
331,0.0,392.36,0.0,392.36,0,1
332,48.07,255.72,0.0,303.79,0,1
333,48.07,392.36,0.0,440.43,0,1
334,48.07,0.0,195.86,243.93,1,0
335,48.07,392.36,0.0,440.43,0,3
336,48.07,392.36,0.0,440.43,0,1
337,48.07,0.0,195.86,243.93,1,5
338,48.07,392.36,0.0,440.43,0,1
339,48.07,392.36,0.0,440.43,0,1
340,48.07,392.36,0.0,440.43,0,1
341,48.07,392.36,0.0,440.43,0,1
342,0.0,255.72,0.0,255.72,0,0
343,48.07,255.72,0.0,303.79,1,3
344,0.0,255.72,0.0,255.72,0,1
345,0.0,255.72,0.0,255.72,0,5
346,0.0,255.72,0.0,255.72,0,0
347,411.78,0.0,195.86,607.64,1,0
348,0.0,255.72,195.86,451.58000000000004,0,2
349,0.0,0.0,195.86,195.86,0,0
350,48.07,392.36,0.0,440.43,1,4
351,411.78,255.72,195.86,863.36,1,2
352,48.07,0.0,195.86,243.93,1,4
353,411.78,255.72,195.86,863.36,1,0
354,0.0,392.36,0.0,392.36,0,0
355,0.0,0.0,195.86,195.86,0,1
356,0.0,392.36,0.0,392.36,0,2
357,0.0,392.36,0.0,392.36,0,2
358,48.07,392.36,0.0,440.43,0,0
359,48.07,255.72,0.0,303.79,0,1
360,0.0,392.36,0.0,392.36,0,1
361,95.05,0.0,195.86,290.91,1,0
362,95.05,0.0,195.86,290.91,1,1
363,411.78,392.36,28.41,832.55,1,2
364,411.78,392.36,28.41,832.55,1,1
365,95.05,392.36,0.0,487.41,0,2
366,0.0,255.72,195.86,451.58000000000004,0,1
367,95.05,392.36,0.0,487.41,0,1
368,48.07,255.72,0.0,303.79,0,0
369,0.0,255.72,0.0,255.72,0,4
370,0.0,255.72,0.0,255.72,0,1
371,48.07,392.36,0.0,440.43,0,2
372,0.0,255.72,0.0,255.72,1,3
373,411.78,392.36,28.41,832.55,1,2
374,411.78,392.36,28.41,832.55,1,1
375,48.07,255.72,195.86,499.65000000000003,1,0
376,411.78,392.36,0.0,804.14,1,4
377,411.78,392.36,28.41,832.55,1,3
378,411.78,392.36,0.0,804.14,1,3
379,411.78,392.36,0.0,804.14,1,3
380,95.05,392.36,0.0,487.41,0,1
381,411.78,392.36,0.0,804.14,1,4
382,48.07,392.36,0.0,440.43,0,2
383,48.07,392.36,0.0,440.43,0,3
384,0.0,255.72,0.0,255.72,0,0
385,0.0,0.0,0.0,0.0,0,1
386,0.0,255.72,0.0,255.72,0,3
387,48.07,255.72,0.0,303.79,0,3
388,0.0,255.72,0.0,255.72,0,2
389,0.0,255.72,0.0,255.72,0,3
390,0.0,255.72,0.0,255.72,0,2
391,95.05,255.72,195.86,546.63,1,2
392,48.07,392.36,0.0,440.43,0,3
393,411.78,255.72,195.86,863.36,1,1
394,48.07,392.36,0.0,440.43,0,1
395,48.07,392.36,0.0,440.43,0,1
396,0.0,392.36,0.0,392.36,0,1
397,48.07,392.36,0.0,440.43,1,3
398,411.78,392.36,28.41,832.55,1,2
399,411.78,392.36,28.41,832.55,1,1
400,411.78,392.36,28.41,832.55,1,3
401,411.78,392.36,28.41,832.55,1,0
402,411.78,392.36,28.41,832.55,1,3
403,411.78,392.36,28.41,832.55,1,1
404,0.0,255.72,195.86,451.58000000000004,0,2
405,411.78,392.36,28.41,832.55,1,5
406,0.0,255.72,195.86,451.58000000000004,0,1
407,411.78,392.36,28.41,832.55,1,4
408,411.78,392.36,28.41,832.55,1,0
409,411.78,392.36,28.41,832.55,1,1
410,411.78,392.36,28.41,832.55,1,0
411,411.78,392.36,28.41,832.55,1,1
412,411.78,392.36,28.41,832.55,1,0
413,411.78,392.36,28.41,832.55,1,3
414,411.78,392.36,0.0,804.14,1,0
415,95.05,255.72,195.86,546.63,1,2
416,411.78,392.36,28.41,832.55,1,4
417,411.78,392.36,0.0,804.14,1,0
418,411.78,392.36,28.41,832.55,1,3
419,411.78,392.36,0.0,804.14,1,0
420,411.78,392.36,28.41,832.55,1,4
421,411.78,392.36,0.0,804.14,1,1
422,411.78,392.36,0.0,804.14,1,1
423,48.07,0.0,195.86,243.93,1,0
424,411.78,392.36,0.0,804.14,1,1
425,411.78,392.36,0.0,804.14,1,1
426,411.78,392.36,0.0,804.14,1,2
427,411.78,392.36,0.0,804.14,1,5
428,411.78,392.36,0.0,804.14,1,2
429,0.0,0.0,195.86,195.86,0,1
430,95.05,392.36,0.0,487.41,0,1
431,48.07,0.0,195.86,243.93,1,0
432,48.07,0.0,195.86,243.93,1,0
433,411.78,392.36,0.0,804.14,1,3
434,95.05,392.36,0.0,487.41,0,1
435,48.07,392.36,0.0,440.43,0,0
436,95.05,392.36,0.0,487.41,1,4
437,48.07,392.36,0.0,440.43,0,0
438,95.05,0.0,195.86,290.91,1,3
439,95.05,0.0,195.86,290.91,1,1
440,48.07,392.36,0.0,440.43,0,2
441,48.07,392.36,0.0,440.43,0,3
442,411.78,0.0,195.86,607.64,1,0
443,48.07,392.36,0.0,440.43,1,5
444,48.07,392.36,0.0,440.43,1,6
445,48.07,392.36,0.0,440.43,0,1
446,48.07,392.36,0.0,440.43,0,1
447,48.07,392.36,0.0,440.43,1,6
448,48.07,392.36,0.0,440.43,0,3
449,0.0,255.72,195.86,451.58000000000004,1,3
450,48.07,392.36,0.0,440.43,0,1
451,48.07,392.36,0.0,440.43,0,1
452,48.07,392.36,0.0,440.43,0,2
453,48.07,392.36,0.0,440.43,1,6
454,48.07,392.36,0.0,440.43,0,0
455,48.07,392.36,0.0,440.43,1,3
456,411.78,0.0,195.86,607.64,1,0
457,411.78,0.0,195.86,607.64,1,1
458,0.0,392.36,0.0,392.36,0,1
459,48.07,392.36,0.0,440.43,1,5
460,0.0,392.36,0.0,392.36,0,2
461,0.0,0.0,195.86,195.86,0,1
462,411.78,392.36,28.41,832.55,1,1
463,48.07,392.36,0.0,440.43,0,2
464,411.78,392.36,28.41,832.55,1,1
465,411.78,255.72,195.86,863.36,1,1
466,48.07,392.36,0.0,440.43,0,2
467,411.78,392.36,0.0,804.14,1,4
468,48.07,0.0,195.86,243.93,1,2
469,95.05,0.0,195.86,290.91,1,3
470,48.07,255.72,195.86,499.65000000000003,1,1
471,48.07,0.0,195.86,243.93,1,1
472,411.78,392.36,0.0,804.14,1,0
473,411.78,392.36,28.41,832.55,1,2
474,411.78,392.36,28.41,832.55,1,1
475,411.78,392.36,28.41,832.55,1,1
476,0.0,255.72,195.86,451.58000000000004,0,2
477,411.78,392.36,0.0,804.14,1,1
478,411.78,392.36,0.0,804.14,1,1
479,411.78,392.36,0.0,804.14,1,1
480,48.07,0.0,195.86,243.93,1,1
481,95.05,392.36,0.0,487.41,0,2
482,95.05,392.36,0.0,487.41,1,3
483,411.78,392.36,28.41,832.55,1,1
484,411.78,392.36,0.0,804.14,1,2
485,48.07,0.0,195.86,243.93,1,1
486,411.78,392.36,0.0,804.14,1,5
487,411.78,392.36,0.0,804.14,1,4
488,95.05,255.72,195.86,546.63,1,0
489,411.78,392.36,134.75,938.89,1,1
490,411.78,392.36,28.41,832.55,1,2
491,411.78,392.36,28.41,832.55,1,1
492,48.07,255.72,195.86,499.65000000000003,1,3
493,411.78,392.36,28.41,832.55,1,1
494,411.78,392.36,28.41,832.55,1,2
495,411.78,392.36,28.41,832.55,1,1
496,411.78,392.36,28.41,832.55,1,2
497,48.07,255.72,195.86,499.65000000000003,1,1
498,411.78,392.36,28.41,832.55,1,4
499,411.78,392.36,0.0,804.14,1,1
500,411.78,392.36,0.0,804.14,1,5
501,95.05,392.36,0.0,487.41,0,1
502,95.05,392.36,0.0,487.41,0,1
503,48.07,0.0,195.86,243.93,1,0
504,95.05,392.36,0.0,487.41,0,0
505,411.78,0.0,195.86,607.64,1,0
506,95.05,392.36,0.0,487.41,0,0
507,95.05,392.36,0.0,487.41,0,1
508,411.78,0.0,195.86,607.64,1,2
509,48.07,0.0,195.86,243.93,1,0
510,95.05,392.36,0.0,487.41,0,1
511,95.05,392.36,0.0,487.41,1,1
512,95.05,392.36,0.0,487.41,1,4
513,48.07,255.72,195.86,499.65000000000003,1,3
514,48.07,392.36,0.0,440.43,0,0
515,48.07,392.36,0.0,440.43,0,1
516,95.05,255.72,195.86,546.63,1,1
517,411.78,392.36,28.41,832.55,1,1
518,411.78,392.36,28.41,832.55,1,2
519,411.78,392.36,28.41,832.55,1,6
520,411.78,392.36,28.41,832.55,1,2
521,95.05,392.36,0.0,487.41,0,2
522,95.05,392.36,0.0,487.41,1,1
523,0.0,0.0,195.86,195.86,0,1
524,48.07,392.36,0.0,440.43,0,0
525,411.78,255.72,195.86,863.36,1,0
526,48.07,0.0,195.86,243.93,1,1
527,411.78,392.36,28.41,832.55,1,3
528,411.78,392.36,0.0,804.14,1,1
529,48.07,392.36,0.0,440.43,0,3
530,411.78,392.36,28.41,832.55,1,0
531,411.78,392.36,134.75,938.89,1,1
532,411.78,392.36,28.41,832.55,1,1
533,411.78,392.36,28.41,832.55,1,0
534,95.05,255.72,195.86,546.63,1,2
535,411.78,392.36,28.41,832.55,1,1
536,411.78,0.0,195.86,607.64,1,1
537,411.78,392.36,28.41,832.55,1,3
538,411.78,392.36,0.0,804.14,1,3
539,411.78,392.36,134.75,938.89,1,1
540,0.0,255.72,195.86,451.58000000000004,1,3
541,48.07,255.72,195.86,499.65000000000003,1,0
542,411.78,392.36,28.41,832.55,1,0
543,0.0,0.0,195.86,195.86,0,1
544,411.78,392.36,28.41,832.55,1,5
545,411.78,392.36,28.41,832.55,1,1
546,48.07,255.72,195.86,499.65000000000003,1,0
547,411.78,392.36,28.41,832.55,1,1
548,95.05,392.36,0.0,487.41,0,2
549,411.78,392.36,0.0,804.14,1,3
550,95.05,392.36,0.0,487.41,0,1
551,95.05,255.72,195.86,546.63,1,3
552,95.05,392.36,28.41,515.82,1,4
553,95.05,392.36,0.0,487.41,0,0
554,95.05,392.36,0.0,487.41,0,1
555,48.07,392.36,0.0,440.43,0,1
556,48.07,392.36,0.0,440.43,0,2
557,48.07,392.36,0.0,440.43,0,1
558,95.05,392.36,0.0,487.41,1,4
559,48.07,392.36,0.0,440.43,0,0
560,48.07,392.36,0.0,440.43,0,2
561,48.07,392.36,0.0,440.43,1,3
562,411.78,392.36,195.86,1000.0,1,2
563,411.78,255.72,195.86,863.36,1,0
564,48.07,392.36,0.0,440.43,0,0
565,48.07,392.36,0.0,440.43,0,2
566,48.07,392.36,0.0,440.43,0,1
567,411.78,255.72,195.86,863.36,1,1
568,411.78,392.36,28.41,832.55,1,0
569,95.05,392.36,0.0,487.41,0,2
570,0.0,0.0,195.86,195.86,0,0
571,411.78,392.36,28.41,832.55,1,0
572,411.78,392.36,195.86,1000.0,1,1
573,411.78,392.36,134.75,938.89,1,1
574,48.07,0.0,195.86,243.93,0,1
575,411.78,0.0,195.86,607.64,0,1
576,411.78,392.36,28.41,832.55,1,1
577,411.78,392.36,28.41,832.55,1,3
578,411.78,392.36,134.75,938.89,1,3
579,411.78,392.36,28.41,832.55,1,2
580,411.78,255.72,195.86,863.36,0,1
581,411.78,392.36,28.41,832.55,1,2
582,411.78,392.36,134.75,938.89,1,3
583,411.78,392.36,134.75,938.89,1,1
584,411.78,392.36,28.41,832.55,1,1
585,411.78,392.36,28.41,832.55,1,3
586,48.07,255.72,195.86,499.65000000000003,0,0
587,411.78,392.36,28.41,832.55,1,2
588,411.78,392.36,28.41,832.55,1,0
589,95.05,0.0,195.86,290.91,0,3
590,48.07,255.72,195.86,499.65000000000003,0,2
591,411.78,392.36,28.41,832.55,1,4
592,411.78,392.36,28.41,832.55,1,1
593,411.78,392.36,28.41,832.55,1,0
594,411.78,392.36,28.41,832.55,1,1
595,411.78,392.36,28.41,832.55,1,4
596,0.0,0.0,195.86,195.86,0,0
597,411.78,392.36,28.41,832.55,1,2
598,411.78,392.36,28.41,832.55,1,3
599,411.78,392.36,28.41,832.55,1,1
600,411.78,392.36,28.41,832.55,1,1
601,411.78,392.36,28.41,832.55,1,3
602,411.78,392.36,28.41,832.55,1,1
603,411.78,0.0,195.86,607.64,0,0
604,411.78,392.36,28.41,832.55,1,0
605,48.07,255.72,195.86,499.65000000000003,0,0
606,411.78,392.36,28.41,832.55,1,0
607,411.78,392.36,28.41,832.55,1,2
608,411.78,392.36,28.41,832.55,1,2
609,48.07,0.0,195.86,243.93,0,2
610,411.78,392.36,28.41,832.55,1,4
611,411.78,392.36,28.41,832.55,1,1
612,411.78,392.36,28.41,832.55,1,1
613,411.78,392.36,28.41,832.55,1,1
614,411.78,392.36,28.41,832.55,1,1
615,411.78,392.36,28.41,832.55,1,2
616,411.78,392.36,28.41,832.55,1,1
617,411.78,392.36,28.41,832.55,1,1
618,411.78,392.36,28.41,832.55,1,1
619,411.78,392.36,28.41,832.55,1,3
620,0.0,255.72,195.86,451.58000000000004,0,0
621,411.78,392.36,28.41,832.55,1,3
622,411.78,392.36,28.41,832.55,1,2
623,411.78,392.36,28.41,832.55,1,1
624,411.78,392.36,28.41,832.55,1,3
625,411.78,392.36,28.41,832.55,1,1
