Client_ID,Note_loan_percent_income,Note_person_home_ownership,Note_cb_person_default_on_file,Note_person_income,Note_loan_intent,Note_Finale,loan_status,loan_grade,Classe_Risque
110,0.0,185.94,129.37,0.0,100.42,415.73,0,4,3
111,36.04,185.94,0.0,0.0,32.5,254.48,1,1,1
112,0.0,285.63,0.0,0.0,100.42,386.05,0,1,2
113,324.27,185.94,0.0,153.61,107.12,770.9399999999999,1,1,6
114,36.04,0.0,129.37,153.61,107.12,426.14,1,2,3
115,324.27,285.63,129.37,23.97,100.42,863.66,1,3,6
116,324.27,285.63,0.0,23.97,32.5,666.37,1,1,5
117,68.11,0.0,0.0,153.61,100.42,322.14000000000004,1,3,2
118,324.27,0.0,0.0,153.61,32.5,510.38,1,1,4
119,324.27,285.63,129.37,23.97,32.5,795.74,1,4,6
120,324.27,285.63,0.0,23.97,32.5,666.37,1,1,5
121,0.0,185.94,0.0,0.0,0.0,185.94,0,5,0
122,0.0,285.63,0.0,0.0,32.5,318.13,0,0,2
123,0.0,285.63,0.0,0.0,107.12,392.75,0,0,2
124,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
125,324.27,285.63,0.0,23.97,32.5,666.37,1,1,5
126,324.27,285.63,0.0,23.97,107.12,740.99,1,0,6
127,324.27,285.63,0.0,23.97,100.42,734.29,1,0,6
128,324.27,285.63,0.0,23.97,107.12,740.99,1,3,6
129,324.27,285.63,0.0,23.97,0.0,633.87,1,1,5
130,324.27,285.63,0.0,23.97,0.0,633.87,1,1,5
131,324.27,285.63,0.0,23.97,0.0,633.87,1,2,5
132,324.27,285.63,0.0,23.97,32.5,666.37,1,1,5
133,324.27,0.0,0.0,153.61,107.12,585.0,1,0,5
134,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
135,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
136,0.0,185.94,0.0,0.0,32.5,218.44,0,3,0
137,0.0,185.94,129.37,0.0,32.5,347.81,0,2,2
138,36.04,185.94,129.37,0.0,100.42,451.77,0,2,3
139,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
140,324.27,285.63,0.0,23.97,32.5,666.37,1,2,5
141,324.27,285.63,0.0,23.97,107.12,740.99,1,3,6
142,324.27,285.63,129.37,23.97,32.5,795.74,1,2,6
143,324.27,285.63,129.37,23.97,100.42,863.66,1,3,6
144,324.27,285.63,0.0,23.97,0.0,633.87,1,4,5
145,0.0,185.94,0.0,153.61,32.5,372.05,0,1,2
146,324.27,0.0,0.0,153.61,0.0,477.88,1,2,4
147,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
148,0.0,0.0,0.0,0.0,32.5,32.5,0,1,0
149,324.27,285.63,0.0,23.97,0.0,633.87,1,5,5
150,324.27,285.63,0.0,23.97,32.5,666.37,1,1,5
151,324.27,285.63,129.37,23.97,100.42,863.66,1,3,6
152,324.27,285.63,0.0,23.97,32.5,666.37,1,1,5
153,324.27,285.63,129.37,23.97,32.5,795.74,1,3,6
154,324.27,285.63,129.37,23.97,32.5,795.74,1,2,6
155,324.27,285.63,0.0,23.97,107.12,740.99,1,2,6
156,0.0,0.0,0.0,0.0,100.42,100.42,0,2,0
157,0.0,185.94,129.37,0.0,32.5,347.81,1,5,2
158,324.27,0.0,0.0,153.61,32.5,510.38,1,4,4
159,324.27,285.63,0.0,23.97,32.5,666.37,1,1,5
160,324.27,285.63,0.0,23.97,32.5,666.37,1,1,5
161,324.27,285.63,129.37,23.97,107.12,870.36,1,3,6
162,68.11,0.0,0.0,153.61,107.12,328.84000000000003,1,3,2
163,0.0,285.63,0.0,0.0,100.42,386.05,0,1,2
164,0.0,185.94,0.0,0.0,100.42,286.36,0,2,1
165,0.0,185.94,0.0,0.0,32.5,218.44,0,2,0
166,324.27,285.63,0.0,23.97,100.42,734.29,1,4,6
167,324.27,285.63,0.0,23.97,32.5,666.37,1,2,5
168,324.27,285.63,0.0,23.97,32.5,666.37,1,1,5
169,324.27,285.63,0.0,23.97,32.5,666.37,1,1,5
170,324.27,285.63,0.0,23.97,100.42,734.29,1,2,6
171,324.27,285.63,129.37,23.97,100.42,863.66,1,3,6
172,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
173,0.0,185.94,0.0,0.0,107.12,293.06,0,2,2
174,0.0,185.94,0.0,0.0,0.0,185.94,0,0,0
175,0.0,185.94,0.0,0.0,32.5,218.44,0,2,0
176,0.0,185.94,0.0,0.0,107.12,293.06,0,1,2
177,0.0,285.63,0.0,0.0,32.5,318.13,0,0,2
178,324.27,285.63,0.0,0.0,32.5,642.4,1,1,5
179,324.27,285.63,129.37,0.0,32.5,771.77,1,2,6
180,0.0,185.94,0.0,0.0,107.12,293.06,0,0,2
181,0.0,285.63,0.0,0.0,32.5,318.13,0,3,2
182,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
183,0.0,185.94,0.0,0.0,32.5,218.44,0,2,0
184,0.0,185.94,0.0,0.0,107.12,293.06,0,1,2
185,324.27,285.63,129.37,23.97,107.12,870.36,1,4,6
186,36.04,0.0,0.0,153.61,100.42,290.07,1,1,2
187,324.27,285.63,129.37,0.0,32.5,771.77,1,3,6
188,324.27,285.63,0.0,0.0,32.5,642.4,1,0,5
189,324.27,285.63,0.0,0.0,0.0,609.9,1,1,5
190,324.27,285.63,129.37,0.0,32.5,771.77,1,3,6
191,324.27,285.63,0.0,0.0,32.5,642.4,1,3,5
192,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
193,0.0,185.94,0.0,0.0,0.0,185.94,1,4,0
194,0.0,185.94,0.0,0.0,32.5,218.44,0,2,0
195,324.27,285.63,0.0,0.0,32.5,642.4,1,3,5
196,68.11,0.0,0.0,153.61,100.42,322.14000000000004,1,1,2
197,324.27,285.63,0.0,0.0,32.5,642.4,1,1,5
198,324.27,0.0,0.0,153.61,32.5,510.38,1,0,4
199,324.27,285.63,0.0,23.97,100.42,734.29,1,3,6
200,324.27,285.63,129.37,0.0,0.0,739.27,1,3,6
201,324.27,285.63,0.0,0.0,100.42,710.3199999999999,1,1,5
202,324.27,0.0,0.0,153.61,32.5,510.38,1,0,4
203,324.27,285.63,0.0,0.0,100.42,710.3199999999999,1,2,5
204,324.27,285.63,0.0,0.0,100.42,710.3199999999999,1,1,5
205,324.27,285.63,0.0,0.0,107.12,717.02,1,1,5
206,0.0,285.63,129.37,0.0,100.42,515.42,0,2,4
207,0.0,185.94,0.0,0.0,100.42,286.36,0,1,1
208,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
209,0.0,185.94,0.0,0.0,0.0,185.94,0,2,0
210,324.27,285.63,0.0,0.0,32.5,642.4,1,1,5
211,324.27,285.63,129.37,0.0,32.5,771.77,1,3,6
212,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
213,0.0,0.0,0.0,0.0,32.5,32.5,0,1,0
214,324.27,285.63,129.37,0.0,107.12,846.39,1,2,6
215,324.27,285.63,0.0,0.0,0.0,609.9,1,1,5
216,324.27,285.63,0.0,0.0,0.0,609.9,1,1,5
217,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
218,36.04,185.94,0.0,0.0,32.5,254.48,0,1,1
219,0.0,285.63,0.0,0.0,0.0,285.63,0,2,1
220,324.27,285.63,129.37,23.97,100.42,863.66,1,3,6
221,324.27,285.63,129.37,0.0,0.0,739.27,1,3,6
222,324.27,0.0,0.0,153.61,0.0,477.88,1,2,4
223,324.27,285.63,129.37,0.0,32.5,771.77,1,3,6
224,324.27,285.63,0.0,0.0,32.5,642.4,1,2,5
225,0.0,185.94,0.0,153.61,100.42,439.97,0,2,3
226,324.27,285.63,0.0,0.0,32.5,642.4,1,0,5
227,324.27,285.63,0.0,0.0,107.12,717.02,1,2,5
228,0.0,285.63,0.0,0.0,100.42,386.05,0,1,2
229,0.0,0.0,0.0,0.0,32.5,32.5,0,0,0
230,0.0,285.63,129.37,0.0,100.42,515.42,0,3,4
231,0.0,0.0,0.0,0.0,32.5,32.5,0,1,0
232,0.0,185.94,129.37,0.0,107.12,422.43,1,2,3
233,0.0,185.94,0.0,0.0,100.42,286.36,0,1,1
234,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
235,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
236,324.27,285.63,0.0,0.0,107.12,717.02,1,4,5
237,324.27,285.63,129.37,0.0,107.12,846.39,1,3,6
238,324.27,285.63,0.0,0.0,107.12,717.02,1,0,5
239,324.27,285.63,0.0,0.0,100.42,710.3199999999999,1,1,5
240,68.11,285.63,0.0,0.0,0.0,353.74,0,1,2
241,68.11,285.63,0.0,0.0,32.5,386.24,0,1,2
242,68.11,285.63,129.37,0.0,32.5,515.61,0,3,4
243,0.0,285.63,129.37,0.0,32.5,447.5,0,4,3
244,36.04,185.94,0.0,0.0,32.5,254.48,0,0,1
245,68.11,0.0,0.0,153.61,100.42,322.14000000000004,1,4,2
246,0.0,0.0,0.0,153.61,32.5,186.11,0,1,0
247,68.11,285.63,0.0,0.0,32.5,386.24,0,5,2
248,68.11,285.63,0.0,0.0,100.42,454.16,0,1,3
249,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
250,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
251,0.0,185.94,0.0,0.0,100.42,286.36,1,5,1
252,324.27,185.94,0.0,153.61,107.12,770.9399999999999,1,2,6
253,68.11,285.63,0.0,0.0,100.42,454.16,0,3,3
254,324.27,285.63,129.37,0.0,0.0,739.27,1,4,6
255,324.27,285.63,0.0,0.0,107.12,717.02,1,3,5
256,324.27,285.63,129.37,0.0,100.42,839.6899999999999,1,3,6
257,68.11,285.63,0.0,0.0,100.42,454.16,0,1,3
258,324.27,0.0,0.0,153.61,100.42,578.3,1,0,5
259,0.0,0.0,0.0,0.0,32.5,32.5,0,1,0
260,0.0,0.0,0.0,0.0,32.5,32.5,0,1,0
261,0.0,0.0,129.37,0.0,100.42,229.79,0,2,1
262,0.0,0.0,0.0,0.0,100.42,100.42,0,0,0
263,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
264,68.11,0.0,0.0,153.61,100.42,322.14000000000004,1,1,2
265,324.27,285.63,129.37,0.0,0.0,739.27,1,3,6
266,324.27,285.63,129.37,0.0,100.42,839.6899999999999,1,4,6
267,68.11,285.63,0.0,0.0,107.12,460.86,0,1,4
268,324.27,285.63,129.37,0.0,107.12,846.39,1,3,6
269,68.11,285.63,129.37,0.0,32.5,515.61,0,2,4
270,68.11,285.63,0.0,0.0,100.42,454.16,0,1,3
271,68.11,285.63,129.37,0.0,0.0,483.11,0,2,4
272,68.11,285.63,0.0,0.0,0.0,353.74,0,3,2
273,0.0,185.94,129.37,153.61,100.42,569.34,0,2,5
274,68.11,285.63,129.37,0.0,100.42,583.53,1,5,5
275,68.11,285.63,129.37,0.0,107.12,590.23,1,3,5
276,0.0,185.94,0.0,0.0,0.0,185.94,0,0,0
277,0.0,185.94,0.0,0.0,100.42,286.36,0,0,1
278,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
279,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
280,68.11,0.0,0.0,153.61,107.12,328.84000000000003,1,2,2
281,324.27,0.0,0.0,153.61,0.0,477.88,1,1,4
282,68.11,285.63,129.37,0.0,107.12,590.23,1,3,5
283,68.11,285.63,0.0,0.0,100.42,454.16,1,1,3
284,68.11,285.63,0.0,0.0,0.0,353.74,1,3,2
285,0.0,0.0,129.37,153.61,100.42,383.4,0,3,2
286,68.11,285.63,0.0,0.0,0.0,353.74,1,3,2
287,36.04,285.63,0.0,0.0,0.0,321.67,0,1,2
288,36.04,185.94,0.0,153.61,32.5,408.09,1,2,3
289,36.04,285.63,0.0,0.0,32.5,354.17,0,1,2
290,68.11,285.63,129.37,0.0,100.42,583.53,1,4,5
291,68.11,285.63,129.37,0.0,107.12,590.23,1,3,5
292,0.0,285.63,129.37,0.0,0.0,415.0,0,2,3
293,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
294,0.0,285.63,0.0,0.0,0.0,285.63,0,1,1
295,0.0,185.94,0.0,0.0,107.12,293.06,0,2,2
296,0.0,285.63,0.0,0.0,107.12,392.75,0,1,2
297,0.0,185.94,129.37,0.0,107.12,422.43,1,4,3
298,0.0,185.94,0.0,0.0,0.0,185.94,0,1,0
299,36.04,0.0,129.37,153.61,100.42,419.44,1,2,3
300,68.11,285.63,129.37,0.0,100.42,583.53,1,4,5
301,0.0,185.94,0.0,153.61,32.5,372.05,0,1,2
302,68.11,285.63,129.37,0.0,100.42,583.53,1,3,5
303,36.04,285.63,129.37,0.0,32.5,483.54,0,2,4
304,36.04,185.94,0.0,153.61,32.5,408.09,1,0,3
305,36.04,285.63,129.37,0.0,32.5,483.54,1,3,4
306,0.0,285.63,0.0,0.0,107.12,392.75,0,0,2
307,0.0,185.94,0.0,0.0,100.42,286.36,0,1,1
308,36.04,285.63,129.37,0.0,100.42,551.46,1,3,4
309,0.0,285.63,0.0,0.0,0.0,285.63,0,1,1
310,68.11,285.63,0.0,0.0,100.42,454.16,1,3,3
311,36.04,285.63,129.37,0.0,100.42,551.46,0,3,4
312,36.04,0.0,0.0,153.61,100.42,290.07,1,1,2
313,0.0,285.63,0.0,0.0,100.42,386.05,1,3,2
314,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
315,36.04,285.63,129.37,0.0,107.12,558.1600000000001,1,3,4
316,36.04,285.63,129.37,0.0,100.42,551.46,0,2,4
317,36.04,285.63,0.0,0.0,32.5,354.17,0,1,2
318,36.04,285.63,0.0,0.0,100.42,422.09,0,1,3
319,36.04,285.63,0.0,0.0,32.5,354.17,0,1,2
320,36.04,285.63,129.37,0.0,100.42,551.46,1,3,4
321,0.0,0.0,0.0,153.61,0.0,153.61,0,0,0
322,36.04,285.63,0.0,0.0,32.5,354.17,1,3,2
323,36.04,285.63,0.0,0.0,32.5,354.17,0,1,2
324,36.04,285.63,129.37,0.0,32.5,483.54,0,3,4
325,36.04,285.63,0.0,0.0,0.0,321.67,0,1,2
326,0.0,0.0,0.0,0.0,32.5,32.5,0,1,0
327,0.0,185.94,129.37,0.0,0.0,315.31,0,2,2
328,0.0,285.63,0.0,0.0,32.5,318.13,0,1,2
329,0.0,285.63,129.37,0.0,100.42,515.42,0,2,4
330,0.0,285.63,0.0,0.0,32.5,318.13,0,1,2
331,0.0,285.63,0.0,0.0,100.42,386.05,0,1,2
332,36.04,185.94,0.0,0.0,32.5,254.48,0,1,1
333,36.04,285.63,0.0,0.0,107.12,428.79,0,1,3
334,36.04,0.0,0.0,153.61,100.42,290.07,1,0,2
335,36.04,285.63,129.37,0.0,32.5,483.54,0,3,4
336,36.04,285.63,0.0,0.0,100.42,422.09,0,1,3
337,36.04,0.0,0.0,153.61,0.0,189.65,1,5,0
338,36.04,285.63,0.0,0.0,32.5,354.17,0,1,2
339,36.04,285.63,0.0,0.0,107.12,428.79,0,1,3
340,36.04,285.63,0.0,0.0,32.5,354.17,0,1,2
341,36.04,285.63,0.0,0.0,32.5,354.17,0,1,2
342,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
343,36.04,185.94,129.37,0.0,107.12,458.47,1,3,4
344,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
345,0.0,185.94,0.0,0.0,100.42,286.36,0,5,1
346,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
347,324.27,0.0,0.0,153.61,100.42,578.3,1,0,5
348,0.0,185.94,129.37,153.61,107.12,576.04,0,2,5
349,0.0,0.0,0.0,153.61,32.5,186.11,0,0,0
350,36.04,285.63,0.0,0.0,107.12,428.79,1,4,3
351,324.27,185.94,0.0,153.61,100.42,764.2399999999999,1,2,6
352,36.04,0.0,129.37,153.61,0.0,319.02,1,4,2
353,324.27,185.94,0.0,153.61,0.0,663.8199999999999,1,0,5
354,0.0,285.63,0.0,0.0,32.5,318.13,0,0,2
355,0.0,0.0,0.0,153.61,32.5,186.11,0,1,0
356,0.0,285.63,129.37,0.0,100.42,515.42,0,2,4
357,0.0,285.63,0.0,0.0,32.5,318.13,0,2,2
358,36.04,285.63,0.0,0.0,0.0,321.67,0,0,2
359,36.04,185.94,0.0,0.0,100.42,322.4,0,1,2
360,0.0,285.63,0.0,0.0,0.0,285.63,0,1,1
361,68.11,0.0,0.0,153.61,32.5,254.22000000000003,1,0,1
362,68.11,0.0,0.0,153.61,0.0,221.72000000000003,1,1,0
363,324.27,285.63,0.0,23.97,32.5,666.37,1,2,5
364,324.27,285.63,0.0,23.97,107.12,740.99,1,1,6
365,68.11,285.63,0.0,0.0,100.42,454.16,0,2,3
366,0.0,185.94,0.0,153.61,32.5,372.05,0,1,2
367,68.11,285.63,0.0,0.0,100.42,454.16,0,1,3
368,36.04,185.94,0.0,0.0,32.5,254.48,0,0,1
369,0.0,185.94,0.0,0.0,0.0,185.94,0,4,0
370,0.0,185.94,0.0,0.0,32.5,218.44,0,1,0
371,36.04,285.63,129.37,0.0,32.5,483.54,0,2,4
372,0.0,185.94,0.0,0.0,100.42,286.36,1,3,1
373,324.27,285.63,0.0,23.97,32.5,666.37,1,2,5
374,324.27,285.63,0.0,23.97,32.5,666.37,1,1,5
375,36.04,185.94,0.0,153.61,107.12,482.71,1,0,4
376,324.27,285.63,0.0,0.0,32.5,642.4,1,4,5
377,324.27,285.63,0.0,23.97,100.42,734.29,1,3,6
378,324.27,285.63,129.37,0.0,107.12,846.39,1,3,6
379,324.27,285.63,0.0,0.0,100.42,710.3199999999999,1,3,5
380,68.11,285.63,0.0,0.0,0.0,353.74,0,1,2
381,324.27,285.63,129.37,0.0,100.42,839.6899999999999,1,4,6
382,36.04,285.63,129.37,0.0,32.5,483.54,0,2,4
383,36.04,285.63,0.0,0.0,32.5,354.17,0,3,2
384,0.0,185.94,0.0,0.0,32.5,218.44,0,0,0
385,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
386,0.0,185.94,0.0,0.0,0.0,185.94,0,3,0
387,36.04,185.94,129.37,0.0,32.5,383.85,0,3,2
388,0.0,185.94,0.0,0.0,107.12,293.06,0,2,2
389,0.0,185.94,129.37,0.0,0.0,315.31,0,3,2
390,0.0,185.94,129.37,0.0,0.0,315.31,0,2,2
391,68.11,185.94,129.37,153.61,100.42,637.4499999999999,1,2,5
392,36.04,285.63,0.0,0.0,32.5,354.17,0,3,2
393,324.27,185.94,0.0,153.61,0.0,663.8199999999999,1,1,5
394,36.04,285.63,0.0,0.0,100.42,422.09,0,1,3
395,36.04,285.63,0.0,0.0,32.5,354.17,0,1,2
396,0.0,285.63,0.0,0.0,32.5,318.13,0,1,2
397,36.04,285.63,129.37,0.0,100.42,551.46,1,3,4
398,324.27,285.63,129.37,23.97,107.12,870.36,1,2,6
399,324.27,285.63,0.0,23.97,0.0,633.87,1,1,5
400,324.27,285.63,129.37,23.97,0.0,763.24,1,3,6
401,324.27,285.63,0.0,23.97,100.42,734.29,1,0,6
402,324.27,285.63,129.37,23.97,32.5,795.74,1,3,6
403,324.27,285.63,0.0,23.97,32.5,666.37,1,1,5
404,0.0,185.94,129.37,153.61,32.5,501.42,0,2,4
405,324.27,285.63,0.0,23.97,32.5,666.37,1,5,5
406,0.0,185.94,0.0,153.61,0.0,339.55,0,1,2
407,324.27,285.63,0.0,23.97,100.42,734.29,1,4,6
408,324.27,285.63,0.0,23.97,32.5,666.37,1,0,5
409,324.27,285.63,0.0,23.97,32.5,666.37,1,1,5
410,324.27,285.63,0.0,23.97,32.5,666.37,1,0,5
411,324.27,285.63,0.0,23.97,100.42,734.29,1,1,6
412,324.27,285.63,0.0,23.97,107.12,740.99,1,0,6
413,324.27,285.63,0.0,23.97,32.5,666.37,1,3,5
414,324.27,285.63,0.0,0.0,107.12,717.02,1,0,5
415,68.11,185.94,129.37,153.61,32.5,569.53,1,2,5
416,324.27,285.63,129.37,23.97,107.12,870.36,1,4,6
417,324.27,285.63,0.0,0.0,0.0,609.9,1,0,5
418,324.27,285.63,0.0,23.97,0.0,633.87,1,3,5
419,324.27,285.63,0.0,0.0,32.5,642.4,1,0,5
420,324.27,285.63,129.37,23.97,32.5,795.74,1,4,6
421,324.27,285.63,0.0,0.0,32.5,642.4,1,1,5
422,324.27,285.63,0.0,0.0,107.12,717.02,1,1,5
423,36.04,0.0,0.0,153.61,32.5,222.15,1,0,1
424,324.27,285.63,0.0,0.0,32.5,642.4,1,1,5
425,324.27,285.63,0.0,0.0,100.42,710.3199999999999,1,1,5
426,324.27,285.63,0.0,0.0,100.42,710.3199999999999,1,2,5
