Client_ID,Note_loan_percent_income,Note_person_home_ownership,Note_person_income,Note_Finale,loan_status,loan_grade,Classe_Risque
289,48.07,392.36,0.0,440.43,0,1,3
290,95.05,392.36,0.0,487.41,1,4,4
291,95.05,392.36,0.0,487.41,1,3,4
292,0.0,392.36,0.0,392.36,0,2,2
293,0.0,255.72,0.0,255.72,0,0,1
294,0.0,392.36,0.0,392.36,0,1,2
295,0.0,255.72,0.0,255.72,0,2,1
296,0.0,392.36,0.0,392.36,0,1,2
297,0.0,255.72,0.0,255.72,1,4,1
298,0.0,255.72,0.0,255.72,0,1,1
299,48.07,0.0,195.86,243.93,1,2,1
300,95.05,392.36,0.0,487.41,1,4,4
301,0.0,255.72,195.86,451.58,0,1,3
302,95.05,392.36,0.0,487.41,1,3,4
303,48.07,392.36,0.0,440.43,0,2,3
304,48.07,255.72,195.86,499.65,1,0,4
305,48.07,392.36,0.0,440.43,1,3,3
306,0.0,392.36,0.0,392.36,0,0,2
307,0.0,255.72,0.0,255.72,0,1,1
308,48.07,392.36,0.0,440.43,1,3,3
309,0.0,392.36,0.0,392.36,0,1,2
310,95.05,392.36,0.0,487.41,1,3,4
311,48.07,392.36,0.0,440.43,0,3,3
312,48.07,0.0,195.86,243.93,1,1,1
313,0.0,392.36,0.0,392.36,1,3,2
314,0.0,255.72,0.0,255.72,0,0,1
315,48.07,392.36,0.0,440.43,1,3,3
316,48.07,392.36,0.0,440.43,0,2,3
317,48.07,392.36,0.0,440.43,0,1,3
318,48.07,392.36,0.0,440.43,0,1,3
319,48.07,392.36,0.0,440.43,0,1,3
320,48.07,392.36,0.0,440.43,1,3,3
321,0.0,0.0,195.86,195.86,0,0,0
322,48.07,392.36,0.0,440.43,1,3,3
323,48.07,392.36,0.0,440.43,0,1,3
324,48.07,392.36,0.0,440.43,0,3,3
325,48.07,392.36,0.0,440.43,0,1,3
326,0.0,0.0,0.0,0.0,0,1,0
327,0.0,255.72,0.0,255.72,0,2,1
328,0.0,392.36,0.0,392.36,0,1,2
329,0.0,392.36,0.0,392.36,0,2,2
330,0.0,392.36,0.0,392.36,0,1,2
331,0.0,392.36,0.0,392.36,0,1,2
332,48.07,255.72,0.0,303.79,0,1,2
333,48.07,392.36,0.0,440.43,0,1,3
334,48.07,0.0,195.86,243.93,1,0,1
335,48.07,392.36,0.0,440.43,0,3,3
336,48.07,392.36,0.0,440.43,0,1,3
337,48.07,0.0,195.86,243.93,1,5,1
338,48.07,392.36,0.0,440.43,0,1,3
339,48.07,392.36,0.0,440.43,0,1,3
340,48.07,392.36,0.0,440.43,0,1,3
341,48.07,392.36,0.0,440.43,0,1,3
342,0.0,255.72,0.0,255.72,0,0,1
343,48.07,255.72,0.0,303.79,1,3,2
344,0.0,255.72,0.0,255.72,0,1,1
345,0.0,255.72,0.0,255.72,0,5,1
346,0.0,255.72,0.0,255.72,0,0,1
347,411.78,0.0,195.86,607.64,1,0,5
348,0.0,255.72,195.86,451.58,0,2,3
349,0.0,0.0,195.86,195.86,0,0,0
350,48.07,392.36,0.0,440.43,1,4,3
351,411.78,255.72,195.86,863.36,1,2,6
352,48.07,0.0,195.86,243.93,1,4,1
353,411.78,255.72,195.86,863.36,1,0,6
354,0.0,392.36,0.0,392.36,0,0,2
355,0.0,0.0,195.86,195.86,0,1,0
356,0.0,392.36,0.0,392.36,0,2,2
357,0.0,392.36,0.0,392.36,0,2,2
358,48.07,392.36,0.0,440.43,0,0,3
359,48.07,255.72,0.0,303.79,0,1,2
360,0.0,392.36,0.0,392.36,0,1,2
361,95.05,0.0,195.86,290.91,1,0,2
362,95.05,0.0,195.86,290.91,1,1,2
363,411.78,392.36,28.41,832.55,1,2,6
364,411.78,392.36,28.41,832.55,1,1,6
365,95.05,392.36,0.0,487.41,0,2,4
366,0.0,255.72,195.86,451.58,0,1,3
367,95.05,392.36,0.0,487.41,0,1,4
368,48.07,255.72,0.0,303.79,0,0,2
369,0.0,255.72,0.0,255.72,0,4,1
370,0.0,255.72,0.0,255.72,0,1,1
371,48.07,392.36,0.0,440.43,0,2,3
372,0.0,255.72,0.0,255.72,1,3,1
373,411.78,392.36,28.41,832.55,1,2,6
374,411.78,392.36,28.41,832.55,1,1,6
375,48.07,255.72,195.86,499.65,1,0,4
376,411.78,392.36,0.0,804.14,1,4,6
377,411.78,392.36,28.41,832.55,1,3,6
378,411.78,392.36,0.0,804.14,1,3,6
379,411.78,392.36,0.0,804.14,1,3,6
380,95.05,392.36,0.0,487.41,0,1,4
381,411.78,392.36,0.0,804.14,1,4,6
382,48.07,392.36,0.0,440.43,0,2,3
383,48.07,392.36,0.0,440.43,0,3,3
384,0.0,255.72,0.0,255.72,0,0,1
385,0.0,0.0,0.0,0.0,0,1,0
386,0.0,255.72,0.0,255.72,0,3,1
387,48.07,255.72,0.0,303.79,0,3,2
388,0.0,255.72,0.0,255.72,0,2,1
389,0.0,255.72,0.0,255.72,0,3,1
390,0.0,255.72,0.0,255.72,0,2,1
391,95.05,255.72,195.86,546.63,1,2,5
392,48.07,392.36,0.0,440.43,0,3,3
393,411.78,255.72,195.86,863.36,1,1,6
394,48.07,392.36,0.0,440.43,0,1,3
395,48.07,392.36,0.0,440.43,0,1,3
396,0.0,392.36,0.0,392.36,0,1,2
397,48.07,392.36,0.0,440.43,1,3,3
398,411.78,392.36,28.41,832.55,1,2,6
399,411.78,392.36,28.41,832.55,1,1,6
400,411.78,392.36,28.41,832.55,1,3,6
401,411.78,392.36,28.41,832.55,1,0,6
402,411.78,392.36,28.41,832.55,1,3,6
403,411.78,392.36,28.41,832.55,1,1,6
404,0.0,255.72,195.86,451.58,0,2,3
405,411.78,392.36,28.41,832.55,1,5,6
406,0.0,255.72,195.86,451.58,0,1,3
407,411.78,392.36,28.41,832.55,1,4,6
408,411.78,392.36,28.41,832.55,1,0,6
409,411.78,392.36,28.41,832.55,1,1,6
410,411.78,392.36,28.41,832.55,1,0,6
411,411.78,392.36,28.41,832.55,1,1,6
412,411.78,392.36,28.41,832.55,1,0,6
413,411.78,392.36,28.41,832.55,1,3,6
414,411.78,392.36,0.0,804.14,1,0,6
415,95.05,255.72,195.86,546.63,1,2,5
416,411.78,392.36,28.41,832.55,1,4,6
417,411.78,392.36,0.0,804.14,1,0,6
418,411.78,392.36,28.41,832.55,1,3,6
419,411.78,392.36,0.0,804.14,1,0,6
420,411.78,392.36,28.41,832.55,1,4,6
421,411.78,392.36,0.0,804.14,1,1,6
422,411.78,392.36,0.0,804.14,1,1,6
423,48.07,0.0,195.86,243.93,1,0,1
424,411.78,392.36,0.0,804.14,1,1,6
425,411.78,392.36,0.0,804.14,1,1,6
426,411.78,392.36,0.0,804.14,1,2,6
427,411.78,392.36,0.0,804.14,1,5,6
428,411.78,392.36,0.0,804.14,1,2,6
429,0.0,0.0,195.86,195.86,0,1,0
430,95.05,392.36,0.0,487.41,0,1,4
431,48.07,0.0,195.86,243.93,1,0,1
432,48.07,0.0,195.86,243.93,1,0,1
433,411.78,392.36,0.0,804.14,1,3,6
434,95.05,392.36,0.0,487.41,0,1,4
435,48.07,392.36,0.0,440.43,0,0,3
436,95.05,392.36,0.0,487.41,1,4,4
437,48.07,392.36,0.0,440.43,0,0,3
438,95.05,0.0,195.86,290.91,1,3,2
439,95.05,0.0,195.86,290.91,1,1,2
440,48.07,392.36,0.0,440.43,0,2,3
441,48.07,392.36,0.0,440.43,0,3,3
442,411.78,0.0,195.86,607.64,1,0,5
443,48.07,392.36,0.0,440.43,1,5,3
444,48.07,392.36,0.0,440.43,1,6,3
445,48.07,392.36,0.0,440.43,0,1,3
446,48.07,392.36,0.0,440.43,0,1,3
447,48.07,392.36,0.0,440.43,1,6,3
448,48.07,392.36,0.0,440.43,0,3,3
449,0.0,255.72,195.86,451.58,1,3,3
450,48.07,392.36,0.0,440.43,0,1,3
451,48.07,392.36,0.0,440.43,0,1,3
452,48.07,392.36,0.0,440.43,0,2,3
453,48.07,392.36,0.0,440.43,1,6,3
454,48.07,392.36,0.0,440.43,0,0,3
455,48.07,392.36,0.0,440.43,1,3,3
456,411.78,0.0,195.86,607.64,1,0,5
457,411.78,0.0,195.86,607.64,1,1,5
458,0.0,392.36,0.0,392.36,0,1,2
459,48.07,392.36,0.0,440.43,1,5,3
460,0.0,392.36,0.0,392.36,0,2,2
461,0.0,0.0,195.86,195.86,0,1,0
462,411.78,392.36,28.41,832.55,1,1,6
463,48.07,392.36,0.0,440.43,0,2,3
464,411.78,392.36,28.41,832.55,1,1,6
465,411.78,255.72,195.86,863.36,1,1,6
466,48.07,392.36,0.0,440.43,0,2,3
467,411.78,392.36,0.0,804.14,1,4,6
468,48.07,0.0,195.86,243.93,1,2,1
469,95.05,0.0,195.86,290.91,1,3,2
470,48.07,255.72,195.86,499.65,1,1,4
471,48.07,0.0,195.86,243.93,1,1,1
472,411.78,392.36,0.0,804.14,1,0,6
473,411.78,392.36,28.41,832.55,1,2,6
474,411.78,392.36,28.41,832.55,1,1,6
475,411.78,392.36,28.41,832.55,1,1,6
476,0.0,255.72,195.86,451.58,0,2,3
477,411.78,392.36,0.0,804.14,1,1,6
478,411.78,392.36,0.0,804.14,1,1,6
479,411.78,392.36,0.0,804.14,1,1,6
480,48.07,0.0,195.86,243.93,1,1,1
481,95.05,392.36,0.0,487.41,0,2,4
482,95.05,392.36,0.0,487.41,1,3,4
483,411.78,392.36,28.41,832.55,1,1,6
484,411.78,392.36,0.0,804.14,1,2,6
485,48.07,0.0,195.86,243.93,1,1,1
486,411.78,392.36,0.0,804.14,1,5,6
487,411.78,392.36,0.0,804.14,1,4,6
488,95.05,255.72,195.86,546.63,1,0,5
489,411.78,392.36,134.75,938.89,1,1,6
490,411.78,392.36,28.41,832.55,1,2,6
491,411.78,392.36,28.41,832.55,1,1,6
492,48.07,255.72,195.86,499.65,1,3,4
493,411.78,392.36,28.41,832.55,1,1,6
494,411.78,392.36,28.41,832.55,1,2,6
495,411.78,392.36,28.41,832.55,1,1,6
496,411.78,392.36,28.41,832.55,1,2,6
497,48.07,255.72,195.86,499.65,1,1,4
498,411.78,392.36,28.41,832.55,1,4,6
499,411.78,392.36,0.0,804.14,1,1,6
500,411.78,392.36,0.0,804.14,1,5,6
501,95.05,392.36,0.0,487.41,0,1,4
502,95.05,392.36,0.0,487.41,0,1,4
503,48.07,0.0,195.86,243.93,1,0,1
504,95.05,392.36,0.0,487.41,0,0,4
505,411.78,0.0,195.86,607.64,1,0,5
506,95.05,392.36,0.0,487.41,0,0,4
507,95.05,392.36,0.0,487.41,0,1,4
508,411.78,0.0,195.86,607.64,1,2,5
509,48.07,0.0,195.86,243.93,1,0,1
510,95.05,392.36,0.0,487.41,0,1,4
511,95.05,392.36,0.0,487.41,1,1,4
512,95.05,392.36,0.0,487.41,1,4,4
513,48.07,255.72,195.86,499.65,1,3,4
514,48.07,392.36,0.0,440.43,0,0,3
515,48.07,392.36,0.0,440.43,0,1,3
516,95.05,255.72,195.86,546.63,1,1,5
517,411.78,392.36,28.41,832.55,1,1,6
518,411.78,392.36,28.41,832.55,1,2,6
519,411.78,392.36,28.41,832.55,1,6,6
520,411.78,392.36,28.41,832.55,1,2,6
521,95.05,392.36,0.0,487.41,0,2,4
522,95.05,392.36,0.0,487.41,1,1,4
523,0.0,0.0,195.86,195.86,0,1,0
524,48.07,392.36,0.0,440.43,0,0,3
525,411.78,255.72,195.86,863.36,1,0,6
526,48.07,0.0,195.86,243.93,1,1,1
527,411.78,392.36,28.41,832.55,1,3,6
528,411.78,392.36,0.0,804.14,1,1,6
529,48.07,392.36,0.0,440.43,0,3,3
530,411.78,392.36,28.41,832.55,1,0,6
531,411.78,392.36,134.75,938.89,1,1,6
532,411.78,392.36,28.41,832.55,1,1,6
533,411.78,392.36,28.41,832.55,1,0,6
534,95.05,255.72,195.86,546.63,1,2,5
535,411.78,392.36,28.41,832.55,1,1,6
536,411.78,0.0,195.86,607.64,1,1,5
537,411.78,392.36,28.41,832.55,1,3,6
538,411.78,392.36,0.0,804.14,1,3,6
539,411.78,392.36,134.75,938.89,1,1,6
540,0.0,255.72,195.86,451.58,1,3,3
541,48.07,255.72,195.86,499.65,1,0,4
542,411.78,392.36,28.41,832.55,1,0,6
543,0.0,0.0,195.86,195.86,0,1,0
544,411.78,392.36,28.41,832.55,1,5,6
545,411.78,392.36,28.41,832.55,1,1,6
546,48.07,255.72,195.86,499.65,1,0,4
547,411.78,392.36,28.41,832.55,1,1,6
548,95.05,392.36,0.0,487.41,0,2,4
549,411.78,392.36,0.0,804.14,1,3,6
550,95.05,392.36,0.0,487.41,0,1,4
551,95.05,255.72,195.86,546.63,1,3,5
552,95.05,392.36,28.41,515.82,1,4,4
553,95.05,392.36,0.0,487.41,0,0,4
554,95.05,392.36,0.0,487.41,0,1,4
555,48.07,392.36,0.0,440.43,0,1,3
556,48.07,392.36,0.0,440.43,0,2,3
557,48.07,392.36,0.0,440.43,0,1,3
558,95.05,392.36,0.0,487.41,1,4,4
559,48.07,392.36,0.0,440.43,0,0,3
560,48.07,392.36,0.0,440.43,0,2,3
561,48.07,392.36,0.0,440.43,1,3,3
562,411.78,392.36,195.86,1000.0,1,2,6
563,411.78,255.72,195.86,863.36,1,0,6
564,48.07,392.36,0.0,440.43,0,0,3
565,48.07,392.36,0.0,440.43,0,2,3
566,48.07,392.36,0.0,440.43,0,1,3
567,411.78,255.72,195.86,863.36,1,1,6
568,411.78,392.36,28.41,832.55,1,0,6
569,95.05,392.36,0.0,487.41,0,2,4
570,0.0,0.0,195.86,195.86,0,0,0
571,411.78,392.36,28.41,832.55,1,0,6
572,411.78,392.36,195.86,1000.0,1,1,6
573,411.78,392.36,134.75,938.89,1,1,6
574,48.07,0.0,195.86,243.93,0,1,1
575,411.78,0.0,195.86,607.64,0,1,5
576,411.78,392.36,28.41,832.55,1,1,6
577,411.78,392.36,28.41,832.55,1,3,6
